Date,Open,High,Low,Close,Adj Close,Volume
04-10-21,613.390015,626.130005,594.679993,603.349976,603.349976,4995900
05-10-21,606.940002,640.390015,606.890015,634.809998,634.809998,9534300
06-10-21,628.179993,639.869995,626.359985,639.099976,639.099976,4580400
07-10-21,642.22998,646.840027,630.450012,631.849976,631.849976,3556900
08-10-21,634.169983,643.799988,630.859985,632.659973,632.659973,3272100
11-10-21,633.200012,639.419983,626.780029,627.039978,627.039978,2862500
12-10-21,633.02002,637.659973,621.98999,624.940002,624.940002,3227300
13-10-21,632.179993,632.179993,622.099976,629.76001,629.76001,2420300
14-10-21,632.22998,636.880005,626.789978,633.799988,633.799988,2671700
15-10-21,638,639.419983,625.159973,628.289978,628.289978,4116900
18-10-21,632.099976,638.409973,620.590027,637.969971,637.969971,4669100
19-10-21,636.969971,641,632.299988,639,639,7633100
20-10-21,625.570007,637.400024,617.150024,625.140015,625.140015,10622000
21-10-21,628.890015,654.01001,628.650024,653.159973,653.159973,8437100
22-10-21,651.809998,665.460022,651.809998,664.780029,664.780029,6186000
25-10-21,663.73999,675.880005,657.070007,671.659973,671.659973,3833500
26-10-21,673.76001,676.48999,662.77002,668.52002,668.52002,2904800
27-10-21,669,671.409973,661.849976,662.919983,662.919983,2276900
28-10-21,670.950012,676.799988,668.030029,674.049988,674.049988,2859400
29-10-21,673.059998,690.969971,671.23999,690.309998,690.309998,3825300
01-11-21,689.059998,689.969971,676.539978,681.169983,681.169983,3110900
02-11-21,683.109985,687.679993,673.820007,677.719971,677.719971,3888600
03-11-21,677.27002,689.390015,677.27002,688.289978,688.289978,2334900
04-11-21,685.890015,685.940002,665.5,668.400024,668.400024,4865000
05-11-21,663.969971,665.640015,645.01001,645.719971,645.719971,5283500
08-11-21,650.289978,656,643.789978,651.450012,651.450012,2887500
09-11-21,653.700012,660.5,650.52002,655.98999,655.98999,2415600
10-11-21,653.01001,660.330017,642.109985,646.909973,646.909973,2405800
11-11-21,650.23999,665.820007,649.710022,657.580017,657.580017,2868300
12-11-21,660.01001,683.340027,653.820007,682.609985,682.609985,4198400
15-11-21,681.23999,685.26001,671.48999,679.330017,679.330017,2872200
16-11-21,678.27002,688.359985,676.900024,687.400024,687.400024,2077400
17-11-21,690,700.98999,686.090027,691.690002,691.690002,2732800
18-11-21,691.609985,691.73999,679.73999,682.02002,682.02002,2012900
19-11-21,692.349976,694.159973,675,678.799988,678.799988,2613700
22-11-21,676.02002,679.47998,656.469971,659.200012,659.200012,2764400
23-11-21,658.179993,666.429993,646.049988,654.059998,654.059998,2320200
24-11-21,658.01001,661.440002,651.099976,658.289978,658.289978,1867300
26-11-21,675,676.409973,660.669983,665.640015,665.640015,2872500
29-11-21,663.200012,667.98999,658.289978,663.840027,663.840027,2529400
30-11-21,668.200012,675.380005,640.01001,641.900024,641.900024,5608900
01-12-21,649.47998,654.52002,617.070007,617.77002,617.77002,3882800
02-12-21,617.099976,625.359985,612.880005,616.469971,616.469971,3331100
03-12-21,622.75,625.5,594,602.130005,602.130005,4829300
06-12-21,606.01001,617.289978,601,612.690002,612.690002,3075700
07-12-21,619.830017,628.890015,611.400024,625.580017,625.580017,3125200
08-12-21,630,632.460022,623.200012,628.080017,628.080017,2220300
09-12-21,627.580017,630.23999,610.440002,611,611,2376300
10-12-21,616.780029,617.73999,605.880005,611.659973,611.659973,2748800
13-12-21,612,612.640015,599.52002,604.559998,604.559998,2517900
14-12-21,598.710022,602.289978,588.130005,597.98999,597.98999,2984500
15-12-21,598.179993,605.690002,584.51001,605.039978,605.039978,2866200
16-12-21,597.090027,602.830017,588,591.059998,591.059998,3143200
17-12-21,591.609985,593.25,581.73999,586.72998,586.72998,4386900
20-12-21,586.429993,602.880005,584.26001,593.73999,593.73999,3358400
21-12-21,597.539978,607.820007,593.859985,604.919983,604.919983,2319400
22-12-21,603.359985,614.820007,602.630005,614.23999,614.23999,2335700
23-12-21,616.400024,616.880005,607.570007,614.090027,614.090027,1621100
27-12-21,615,615,609.25,613.119995,613.119995,2061500
28-12-21,614.950012,618.409973,609.690002,610.710022,610.710022,1882800
29-12-21,610.710022,613.97998,604.679993,610.539978,610.539978,1287200
30-12-21,612.98999,620.609985,611.23999,612.090027,612.090027,1625100
31-12-21,610.01001,614.080017,602.049988,602.440002,602.440002,1995900
03-01-22,605.609985,609.98999,590.559998,597.369995,597.369995,3067500
04-01-22,599.909973,600.409973,581.599976,591.150024,591.150024,4393100
05-01-22,592,592.840027,566.880005,567.52002,567.52002,4148700
06-01-22,554.340027,563.359985,542.01001,553.289978,553.289978,5711800
07-01-22,549.460022,553.429993,538.219971,541.059998,541.059998,3382900
10-01-22,538.48999,543.690002,526.320007,539.849976,539.849976,4486100
11-01-22,536.98999,543.909973,530.070007,540.840027,540.840027,3077800
12-01-22,544.27002,544.27002,532.02002,537.219971,537.219971,3787400
13-01-22,537.059998,540.789978,518.26001,519.200012,519.200012,4475100
14-01-22,517.599976,538.369995,511.880005,525.690002,525.690002,7861100
18-01-22,520.080017,521.75,508.679993,510.799988,510.799988,4839100
19-01-22,515,523.210022,510.51001,515.859985,515.859985,4353500
20-01-22,517.75,526.640015,506.929993,508.25,508.25,12659000
21-01-22,400.429993,409.149994,379.98999,397.5,397.5,58904300
24-01-22,383.910004,387.26001,351.459991,387.149994,387.149994,32346000
25-01-22,379.140015,387.709991,365.130005,366.420013,366.420013,15145800
26-01-22,378.269989,382.660004,356.619995,359.700012,359.700012,12684000
27-01-22,382.059998,394.799988,378.100006,386.700012,386.700012,24324700
28-01-22,386.76001,387,372.079987,384.359985,384.359985,11966600
31-01-22,401.970001,427.700012,398.200012,427.140015,427.140015,20047500
01-02-22,432.959991,458.480011,425.540009,457.130005,457.130005,22568100
02-02-22,448.25,451.980011,426.480011,429.480011,429.480011,14346000
03-02-22,421.440002,429.26001,404.279999,405.600006,405.600006,9905200
04-02-22,407.309998,412.769989,396.640015,410.170013,410.170013,7789800
07-02-22,410.170013,412.350006,393.549988,402.100006,402.100006,8232900
08-02-22,398.179993,406.609985,395.829987,403.529999,403.529999,6818500
09-02-22,408.649994,412.980011,398.790009,412.890015,412.890015,7738200
10-02-22,402.100006,408,396.359985,406.269989,406.269989,8452900
11-02-22,405.329987,411.609985,387.649994,391.309998,391.309998,7558900
14-02-22,387.589996,409.359985,386.890015,396.570007,396.570007,7202200
15-02-22,403.790009,409.160004,401.01001,407.459991,407.459991,5392300
16-02-22,401.529999,401.559998,390.380005,398.079987,398.079987,5277700
17-02-22,394.23999,399.109985,385.700012,386.670013,386.670013,4669200
18-02-22,392.529999,402.869995,389.049988,391.290009,391.290009,6801700
22-02-22,388.950012,392.420013,373.019989,377.380005,377.380005,6697500
23-02-22,382.720001,386,366.660004,367.459991,367.459991,4614300
24-02-22,355.089996,390.730011,354.720001,390.029999,390.029999,7068700
25-02-22,386.609985,391.290009,375.579987,390.799988,390.799988,4841600
28-02-22,387.329987,397.75,382.130005,394.519989,394.519989,5035000
01-03-22,391.600006,395,383.709991,386.23999,386.23999,3290400
02-03-22,388.929993,389.220001,375.209991,380.029999,380.029999,5356800
03-03-22,386,386.119995,364.649994,368.070007,368.070007,6076800
04-03-22,368,374.820007,357.170013,361.730011,361.730011,5325500
07-03-22,360.410004,362,350.200012,350.26001,350.26001,5708400
08-03-22,349.799988,358.859985,340.670013,341.76001,341.76001,6428700
09-03-22,357.690002,364.140015,350.51001,358.790009,358.790009,6520200
10-03-22,356.200012,367.019989,353.299988,356.769989,356.769989,4807800
11-03-22,361.190002,363.359985,340,340.320007,340.320007,4819900
14-03-22,338.720001,341.320007,329.820007,331.01001,331.01001,5907800
15-03-22,335.100006,345.359985,332.359985,343.75,343.75,5460600
16-03-22,348.200012,359.98999,343.059998,357.529999,357.529999,6982500
17-03-22,359.700012,373.309998,354.880005,371.399994,371.399994,5818300
18-03-22,372,381.799988,368.470001,380.600006,380.600006,8324800
21-03-22,378.019989,381.820007,368.940002,374.589996,374.589996,4866500
22-03-22,371.140015,386.660004,366.76001,382.920013,382.920013,4242800
23-03-22,379.769989,382.459991,374.48999,374.48999,374.48999,3729000
24-03-22,379.76001,379.76001,368.899994,375.709991,375.709991,3888500
25-03-22,377.070007,377.640015,366.429993,373.850006,373.850006,3574500
28-03-22,375.230011,380.279999,366.730011,378.51001,378.51001,4323400
29-03-22,384.390015,396.5,380.329987,391.820007,391.820007,5880700
30-03-22,389.549988,392.700012,378.630005,381.470001,381.470001,4023300
31-03-22,383.589996,384,373.609985,374.589996,374.589996,4134700
01-04-22,376.799988,380.869995,368.5,373.470001,373.470001,4644200
04-04-22,373.549988,396.019989,373.130005,391.5,391.5,7001800
05-04-22,389.299988,390,377.309998,380.149994,380.149994,4234500
06-04-22,374.149994,376.470001,362.730011,368.350006,368.350006,4354900
07-04-22,365,368.540009,353.690002,362.149994,362.149994,4948900
08-04-22,361.959991,362.5,354.869995,355.880005,355.880005,4025200
11-04-22,350,354.779999,345.200012,348,348,3777100
12-04-22,355.910004,359.410004,342.25,344.100006,344.100006,3824300
13-04-22,343.920013,352,341.160004,350.429993,350.429993,3231000
14-04-22,350.950012,352,339.859985,341.130005,341.130005,4343800
18-04-22,340,342.359985,331.619995,337.859985,337.859985,5105000
19-04-22,333.220001,351.679993,333.220001,348.609985,348.609985,20906900
20-04-22,245.199997,248.699997,212.509995,226.190002,226.190002,133387500
21-04-22,220,227.679993,211.520004,218.220001,218.220001,53501600
22-04-22,220.179993,226.270004,210.050003,215.520004,215.520004,37515100
25-04-22,213.809998,216.660004,204.509995,209.910004,209.910004,28152000
26-04-22,208.800003,209.149994,198.279999,198.399994,198.399994,20318100
27-04-22,194.009995,200.190002,187.770004,188.539993,188.539993,22298400
28-04-22,191.559998,201.479996,185.600006,199.520004,199.520004,21363200
29-04-22,198.679993,204.710007,190,190.360001,190.360001,16391900
02-05-22,191.710007,200.210007,190.009995,199.460007,199.460007,14591600
03-05-22,198.289993,203.199997,194.770004,199.869995,199.869995,11839400
04-05-22,197.649994,204.380005,191.009995,204.009995,204.009995,12218800
05-05-22,200.449997,200.710007,186,188.320007,188.320007,13971300
06-05-22,186.75,187.210007,175.809998,180.970001,180.970001,17185500
09-05-22,177.660004,183.199997,172.300003,173.100006,173.100006,14031300
10-05-22,176.009995,181.869995,170.570007,177.660004,177.660004,13883900
11-05-22,176.089996,180.919998,165.550003,166.369995,166.369995,12665500
12-05-22,163.960007,177.580002,162.710007,174.309998,174.309998,17662100
13-05-22,177.160004,187.770004,176.009995,187.639999,187.639999,13136300
16-05-22,193.300003,195.889999,185.699997,186.509995,186.509995,16145000
17-05-22,189.169998,191.399994,185.169998,190.559998,190.559998,9876700
18-05-22,186.720001,187.699997,176.270004,177.190002,177.190002,9665600
19-05-22,178.050003,186.300003,175.710007,183.479996,183.479996,10448500
20-05-22,185.869995,190.190002,179.770004,186.350006,186.350006,10429400
23-05-22,186.149994,187.660004,177.889999,187.440002,187.440002,9602000
24-05-22,182,184,177.169998,180.339996,180.339996,7706400
25-05-22,180.279999,188.869995,180.169998,187.830002,187.830002,8522100
26-05-22,186.490005,192.339996,183.089996,191.399994,191.399994,8049900
27-05-22,193.190002,195.25,190.369995,195.190002,195.190002,8586000
31-05-22,196.179993,199.949997,190.800003,197.440002,197.440002,11398500
01-06-22,198.699997,202.740005,191.660004,192.910004,192.910004,8416200
02-06-22,192.020004,205.470001,191.720001,205.089996,205.089996,9623100
03-06-22,200.139999,202.949997,198.050003,198.979996,198.979996,7191800
